id,V,H,S,x,y
TH0256,0.534742556073818,0.727272727272727,0.6,106.9953009990092,16.735735440310307
TH0257,0.450150524906957,1.0,0.6,106.9913031285583,16.735174965354023
TH0258,0.513594548289513,0.181818181818182,0.2,107.00077032421822,16.745375380519008
TH0259,0.480361964603055,0.454545454545455,0.2,107.0044504127849,16.74452899830365
TH0260,0.371600781661531,0.727272727272727,0.2,106.99770920658382,16.762599185093915
TH0261,0.999998727624942,0.0909090909090909,0.8,106.9913748021292,16.753748630451327
TH0262,0.712990050378618,0.363636363636364,0.8,107.00619785566309,16.734191445544944
TH0263,0.628398019182114,0.636363636363636,0.8,106.98239671207877,16.741453485301633
TH0264,0.483383108593416,0.909090909090909,0.8,106.98969135863965,16.75705141527122
TH0265,0.999998727624942,0.0909090909090909,0.4,107.00039522890533,16.76895976768958
TH0266,0.999998727624942,0.363636363636364,0.4,106.98638940601695,16.75386499493744
TH0267,0.851962673045883,0.636363636363636,0.4,107.00027994264249,16.753107125446594
TH0268,0.59214429153494,0.909090909090909,0.4,106.99945136881982,16.76860752464172
TH0269,0.993956439673866,0.0909090909090909,1.0,107.00898739788857,16.74977328555981
TH0270,0.779455217751534,0.363636363636364,1.0,106.99085209648187,16.746908990416653
TH0271,0.655588314917496,0.636363636363636,1.0,106.99374093476358,16.735867512177084
TH0272,0.444108236955881,0.909090909090909,1.0,107.00333181684701,16.744869839177724
TH0273,0.374621925622248,0.0909090909090909,0.0,106.97542436409795,16.77178712742598
TH0274,0.34441048592615,0.363636363636364,0.0,107.03100042298915,16.735782586075114
TH0275,0.315558493710454,0.636363636363636,0.0,106.99301349269538,16.750111917068132
TH0276,0.303685357534042,0.909090909090909,0.0,106.99270164947275,16.735916725720475
TH0277,0.492446540505209,0.272727272727273,0.6,107.00861127510903,16.75128475748052
TH0278,0.374706501494758,0.545454545454545,0.6,106.99960168158564,16.758876472034522
TH0279,0.356072182376821,0.818181818181818,0.6,106.98220571381296,16.747563506801868
TH0280,0.534742556073818,0.0,0.2,107.00626927380092,16.757303472702993
TH0281,0.395769933406552,0.272727272727273,0.2,107.00855377833999,16.757208438255088
TH0282,0.353473917837944,0.545454545454545,0.2,106.99550053726524,16.75447024816107
TH0283,0.280966462513951,0.818181818181818,0.2,106.99718399641708,16.76716247999416
TH0284,0.480361964603055,0.0909090909090909,0.8,107.00485984597259,16.75778837553998
TH0285,0.43202366108337,0.363636363636364,0.8,106.99091219750086,16.74695040433866
TH0286,0.271903030602157,0.636363636363636,0.8,107.00438388564207,16.74319176451508
TH0287,0.302114470327899,0.909090909090909,0.8,107.00199298510445,16.741546936524955
TH0288,0.549848275936688,0.272727272727273,0.4,106.99325067384224,16.75475867437635
TH0289,0.416917941220499,0.545454545454545,0.4,106.98607898126188,16.7467627818575
TH0290,0.380664213573324,0.818181818181818,0.4,106.99774394169239,16.777291670390042
TH0291,0.752264922016152,0.0909090909090909,1.0,106.9912457774174,16.768424476056182
TH0292,0.522657980201307,0.363636363636364,1.0,107.0100141022568,16.747854760004937
TH0293,0.404833365318346,0.636363636363636,1.0,107.001440853685,16.74670868745837
TH0294,0.311177902239692,0.909090909090909,1.0,107.0078208452256,16.766901765533163
TH0295,0.471298532691261,0.181818181818182,0.0,107.00134621935345,16.73116640218695
TH0296,0.380664213573324,0.454545454545455,0.0,107.00262901117085,16.745484489406948
TH0297,0.308156758249332,0.727272727272727,0.0,106.99217001082769,16.759507569509953
TH0298,0.359516205759377,1.0,0.0,107.00668047426572,16.74087902429081
TH0299,0.423473917837944,0.181818181818182,0.6,107.01784698274307,16.745231700269066
TH0300,0.359516205759377,0.545454545454545,0.6,106.99690312444483,16.74648858833905
TH0301,0.333685357534042,0.818181818181818,0.6,106.99407225472285,16.756608084965066
TH0302,0.513594548289513,0.0909090909090909,0.2,106.9984216329781,16.751375268848232
TH0303,0.480361964603055,0.363636363636364,0.2,106.99518719716399,16.75402087410288
TH0304,0.371600781661531,0.636363636363636,0.2,106.99298520701346,16.755952837251833
TH0305,0.326283622072919,0.909090909090909,0.2,107.00138193643969,16.75029938228177
TH0306,0.271782400150587,0.0909090909090909,0.8,106.9970908246695,16.761105661982487
TH0307,0.241993839846685,0.363636363636364,0.8,107.01438873593843,16.742710411288943
TH0308,0.227008750465028,0.636363636363636,0.8,107.00000201642955,16.735638785043733
TH0309,0.26377616677857,0.0,0.4,107.00323911977631,16.732231281951876
TH0310,0.223564727082472,0.272727272727273,0.4,107.00952021868,16.733789902210376
TH0311,0.25377616677857,0.636363636363636,0.4,106.99699244147496,16.744494842704523
TH0312,0.209818454729646,0.909090909090909,0.4,107.01436736540089,16.760300468932563
TH0313,0.462235100779468,0.0909090909090909,1.0,106.9936730578748,16.751741667573718
TH0314,0.413896797259783,0.363636363636364,1.0,106.99191672298114,16.744014533904647
TH0315,0.347431629886867,0.636363636363636,1.0,106.9963373298115,16.739301444069845
TH0316,0.335347053984713,0.909090909090909,1.0,106.99885282608032,16.744711143486693
TH0317,0.444108236955881,0.0909090909090909,0.0,106.985986817999,16.745963336146037
TH0318,0.296072182376821,0.363636363636364,0.0,106.99964905215872,16.744349006091007
TH0319,0.35649506179866,0.636363636363636,0.0,106.98332513409561,16.735674556792574
TH0320,0.320241334151485,0.909090909090909,0.0,107.01392138400546,16.74524192178878
TH0321,0.540784844024894,0.0909090909090909,0.6,106.99919003048592,16.76017136133379
TH0322,0.506102003583863,0.363636363636364,0.6,106.99358042275304,16.728253910584044
TH0323,0.401812221357629,0.636363636363636,0.6,106.99091661881717,16.747593913275555
TH0324,0.36900251709301,0.909090909090909,0.6,106.99615569525791,16.728786516451674
TH0325,0.362839598690364,0.363636363636364,0.2,106.99776920531569,16.75183047610578
TH0326,0.320241334151485,0.818181818181818,0.2,106.98955489034388,16.742525106090916
TH0327,0.446283622072919,0.0,0.8,106.99080204906177,16.729143123319073
TH0328,0.391177902239692,0.272727272727273,0.8,106.99812824994939,16.751007021899333
TH0329,0.378156758249332,0.545454545454545,0.8,106.99479216252205,16.768174053535525
TH0330,0.319939085181216,0.818181818181818,0.8,107.00939213103678,16.751088915333522
TH0331,0.51963683624059,0.0909090909090909,0.4,107.01137870374245,16.761617914837824
TH0332,0.398791077396912,0.363636363636364,0.4,107.000160212036,16.74928495597831
TH0333,0.347431629886867,0.636363636363636,0.4,107.00473599572055,16.728424091718377
TH0334,0.323262478112203,0.909090909090909,0.4,106.98664811626375,16.75490483490624
TH0335,0.444108236955881,0.181818181818182,1.0,107.00637417709433,16.74581720693188
TH0336,0.353473917837944,0.454545454545455,1.0,106.99969416530487,16.735379150723272
TH0337,0.362537349749738,0.727272727272727,1.0,107.00484668315951,16.757848366739232
TH0338,0.314199046200409,1.0,1.0,107.01600356131594,16.75286857565454
